InvoiceNo,CustomerID,InvoiceDate,ProductName,Category,Quantity,UnitPrice,TotalSpend
INV100610,10094.0,2023-02-19 08:28:35,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100611,10750.0,2023-02-19 10:25:05,Yoga Mat,Fitness,1,24.99,24.99
INV100612,10453.0,2023-02-19 12:21:36,Denim Jacket,Apparel,4,74.99,299.96
INV100613,10204.0,2023-02-19 14:18:06,Yoga Mat,Fitness,1,24.99,24.99
INV100614,10912.0,2023-02-19 16:14:36,Denim Jacket,Apparel,1,74.99,74.99
INV100615,10218.0,2023-02-19 18:11:07,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100616,10474.0,2023-02-19 20:07:37,Wireless Earbuds,Electronics,1,59.99,59.99
INV100617,10432.0,2023-02-19 22:04:08,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100618,10341.0,2023-02-20 00:00:38,Sunglasses,Accessories,2,35.0,70.0
INV100619,10551.0,2023-02-20 01:57:08,Sunglasses,Accessories,2,35.0,70.0
INV100620,10612.0,2023-02-20 03:53:39,Smart Watch,Electronics,1,129.99,129.99
INV100621,10289.0,2023-02-20 05:50:09,Backpack,Accessories,1,49.99,49.99
INV100622,10254.0,2023-02-20 07:46:39,Wireless Earbuds,Electronics,2,59.99,119.98
INV100623,10734.0,2023-02-20 09:43:10,Sunglasses,Accessories,2,35.0,70.0
INV100624,10357.0,2023-02-20 11:39:40,Yoga Mat,Fitness,1,24.99,24.99
INV100625,10023.0,2023-02-20 13:36:10,Backpack,Accessories,3,49.99,149.97
INV100626,10762.0,2023-02-20 15:32:41,Wireless Earbuds,Electronics,1,59.99,59.99
INV100627,10522.0,2023-02-20 17:29:11,Running Shoes,Footwear,3,89.99,269.96999999999997
INV100628,10758.0,2023-02-20 19:25:41,Running Shoes,Footwear,1,89.99,89.99
INV100629,10837.0,2023-02-20 21:22:12,Backpack,Accessories,1,49.99,49.99
INV100630,10100.0,2023-02-20 23:18:42,Denim Jacket,Apparel,4,74.99,299.96
INV100631,10802.0,2023-02-21 01:15:13,Denim Jacket,Apparel,1,74.99,74.99
INV100632,10180.0,2023-02-21 03:11:43,Yoga Mat,Fitness,3,24.99,74.97
INV100633,10223.0,2023-02-21 05:08:13,Wireless Earbuds,Electronics,1,59.99,59.99
INV100634,10906.0,2023-02-21 07:04:44,Wireless Earbuds,Electronics,2,59.99,119.98
INV100635,10762.0,2023-02-21 09:01:14,Backpack,Accessories,4,49.99,199.96
INV100636,10659.0,2023-02-21 10:57:44,Leather Wallet,Accessories,1,29.99,29.99
INV100637,10442.0,2023-02-21 12:54:15,Running Shoes,Footwear,3,89.99,269.96999999999997
INV100638,10608.0,2023-02-21 14:50:45,Wireless Earbuds,Electronics,2,59.99,119.98
INV100639,10769.0,2023-02-21 16:47:15,Backpack,Accessories,2,49.99,99.98
INV100640,10325.0,2023-02-21 18:43:46,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100641,10516.0,2023-02-21 20:40:16,Smart Watch,Electronics,4,129.99,519.96
INV100642,10016.0,2023-02-21 22:36:46,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100643,10792.0,2023-02-22 00:33:17,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100644,10336.0,2023-02-22 02:29:47,Yoga Mat,Fitness,4,24.99,99.96
INV100645,10759.0,2023-02-22 04:26:17,Wireless Earbuds,Electronics,3,59.99,179.97
INV100646,10258.0,2023-02-22 06:22:48,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100647,10497.0,2023-02-22 08:19:18,Sunglasses,Accessories,2,35.0,70.0
INV100648,10896.0,2023-02-22 10:15:49,Bluetooth Speaker,Electronics,2,45.0,90.0
INV100649,10160.0,2023-02-22 12:12:19,Backpack,Accessories,1,49.99,49.99
INV100650,10475.0,2023-02-22 14:08:49,Wireless Earbuds,Electronics,1,59.99,59.99
INV100651,10852.0,2023-02-22 16:05:20,Smart Watch,Electronics,2,129.99,259.98
INV100652,10664.0,2023-02-22 18:01:50,Backpack,Accessories,1,49.99,49.99
INV100653,10908.0,2023-02-22 19:58:20,Backpack,Accessories,3,49.99,149.97
INV100654,10690.0,2023-02-22 21:54:51,Yoga Mat,Fitness,3,24.99,74.97
INV100655,10675.0,2023-02-22 23:51:21,Yoga Mat,Fitness,1,24.99,24.99
INV100656,10380.0,2023-02-23 01:47:51,Running Shoes,Footwear,1,89.99,89.99
INV100657,10545.0,2023-02-23 03:44:22,Running Shoes,Footwear,1,89.99,89.99
INV100658,10929.0,2023-02-23 05:40:52,Denim Jacket,Apparel,1,74.99,74.99
INV100659,10691.0,2023-02-23 07:37:22,Leather Wallet,Accessories,2,29.99,59.98
INV100660,10427.0,2023-02-23 09:33:53,Wireless Earbuds,Electronics,1,59.99,59.99
INV100661,10613.0,2023-02-23 11:30:23,Wireless Earbuds,Electronics,2,59.99,119.98
INV100662,10268.0,2023-02-23 13:26:53,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100663,10835.0,2023-02-23 15:23:24,Wireless Earbuds,Electronics,1,59.99,59.99
INV100664,10577.0,2023-02-23 17:19:54,Wireless Earbuds,Electronics,1,59.99,59.99
INV100665,10417.0,2023-02-23 19:16:25,Leather Wallet,Accessories,1,29.99,29.99
INV100666,10168.0,2023-02-23 21:12:55,Sunglasses,Accessories,1,35.0,35.0
INV100667,10842.0,2023-02-23 23:09:25,Running Shoes,Footwear,1,89.99,89.99
INV100668,10043.0,2023-02-24 01:05:56,Running Shoes,Footwear,3,89.99,269.96999999999997
INV100669,10556.0,2023-02-24 03:02:26,Smart Watch,Electronics,3,129.99,389.97
INV100670,10285.0,2023-02-24 04:58:56,Wireless Earbuds,Electronics,1,59.99,59.99
INV100671,10397.0,2023-02-24 06:55:27,Leather Wallet,Accessories,1,29.99,29.99
INV100672,10012.0,2023-02-24 08:51:57,Running Shoes,Footwear,1,89.99,89.99
INV100673,10607.0,2023-02-24 10:48:27,Leather Wallet,Accessories,1,29.99,29.99
INV100674,10302.0,2023-02-24 12:44:58,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100675,10898.0,2023-02-24 14:41:28,Sunglasses,Accessories,1,35.0,35.0
INV100676,10253.0,2023-02-24 16:37:58,Wireless Earbuds,Electronics,1,59.99,59.99
INV100677,10499.0,2023-02-24 18:34:29,Smart Watch,Electronics,1,129.99,129.99
INV100678,10754.0,2023-02-24 20:30:59,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100679,10035.0,2023-02-24 22:27:29,Running Shoes,Footwear,1,89.99,89.99
INV100680,10727.0,2023-02-25 00:24:00,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100681,10849.0,2023-02-25 02:20:30,Leather Wallet,Accessories,1,29.99,29.99
INV100682,10090.0,2023-02-25 04:17:01,Yoga Mat,Fitness,1,24.99,24.99
INV100683,10776.0,2023-02-25 06:13:31,Backpack,Accessories,2,49.99,99.98
INV100684,10605.0,2023-02-25 08:10:01,Wireless Earbuds,Electronics,4,59.99,239.96
INV100685,10922.0,2023-02-25 10:06:32,Wireless Earbuds,Electronics,4,59.99,239.96
INV100686,10602.0,2023-02-25 12:03:02,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100687,10418.0,2023-02-25 13:59:32,Leather Wallet,Accessories,1,29.99,29.99
INV100688,10115.0,2023-02-25 15:56:03,Denim Jacket,Apparel,2,74.99,149.98
INV100689,10617.0,2023-02-25 17:52:33,Wireless Earbuds,Electronics,3,59.99,179.97
INV100690,10903.0,2023-02-25 19:49:03,Denim Jacket,Apparel,1,74.99,74.99
INV100691,10196.0,2023-02-25 21:45:34,Yoga Mat,Fitness,2,24.99,49.98
INV100692,10826.0,2023-02-25 23:42:04,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100693,10501.0,2023-02-26 01:38:34,Leather Wallet,Accessories,1,29.99,29.99
INV100694,10626.0,2023-02-26 03:35:05,Leather Wallet,Accessories,1,29.99,29.99
INV100695,10493.0,2023-02-26 05:31:35,Sunglasses,Accessories,1,35.0,35.0
INV100696,10075.0,2023-02-26 07:28:05,Backpack,Accessories,1,49.99,49.99
INV100697,10413.0,2023-02-26 09:24:36,Running Shoes,Footwear,1,89.99,89.99
INV100698,10376.0,2023-02-26 11:21:06,Running Shoes,Footwear,2,89.99,179.98
INV100699,10420.0,2023-02-26 13:17:37,Bluetooth Speaker,Electronics,2,45.0,90.0
INV100700,10729.0,2023-02-26 15:14:07,Smart Watch,Electronics,1,129.99,129.99
INV100701,10277.0,2023-02-26 17:10:37,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV100702,10761.0,2023-02-26 19:07:08,Yoga Mat,Fitness,1,24.99,24.99
INV100703,10676.0,2023-02-26 21:03:38,Leather Wallet,Accessories,1,29.99,29.99
INV100704,10394.0,2023-02-26 23:00:08,Backpack,Accessories,3,49.99,149.97
INV100705,10869.0,2023-02-27 00:56:39,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV100706,10457.0,2023-02-27 02:53:09,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100707,10920.0,2023-02-27 04:49:39,Bluetooth Speaker,Electronics,3,45.0,135.0
INV100708,10192.0,2023-02-27 06:46:10,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100709,10739.0,2023-02-27 08:42:40,Bluetooth Speaker,Electronics,4,45.0,180.0
INV100710,10689.0,2023-02-27 10:39:10,Leather Wallet,Accessories,1,29.99,29.99
INV100711,10099.0,2023-02-27 12:35:41,Smart Watch,Electronics,2,129.99,259.98
INV100712,10548.0,2023-02-27 14:32:11,Bluetooth Speaker,Electronics,10,45.0,450.0
INV100713,10096.0,2023-02-27 16:28:41,Leather Wallet,Accessories,2,29.99,59.98
INV100714,10664.0,2023-02-27 18:25:12,Leather Wallet,Accessories,1,29.99,29.99
INV100715,10663.0,2023-02-27 20:21:42,Smart Watch,Electronics,2,129.99,259.98
INV100716,10190.0,2023-02-27 22:18:13,Running Shoes,Footwear,2,89.99,179.98
INV100717,10736.0,2023-02-28 00:14:43,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100718,10037.0,2023-02-28 02:11:13,Wireless Earbuds,Electronics,5,59.99,299.95
INV100719,10780.0,2023-02-28 04:07:44,Wireless Earbuds,Electronics,1,59.99,59.99
INV100720,10369.0,2023-02-28 06:04:14,Denim Jacket,Apparel,1,74.99,74.99
INV100721,10695.0,2023-02-28 08:00:44,Denim Jacket,Apparel,4,74.99,299.96
INV100722,10525.0,2023-02-28 09:57:15,Wireless Earbuds,Electronics,1,59.99,59.99
INV100723,10279.0,2023-02-28 11:53:45,Yoga Mat,Fitness,1,24.99,24.99
INV100724,10217.0,2023-02-28 13:50:15,Wireless Earbuds,Electronics,2,59.99,119.98
INV100725,10867.0,2023-02-28 15:46:46,Denim Jacket,Apparel,2,74.99,149.98
INV100726,10873.0,2023-02-28 17:43:16,Backpack,Accessories,1,49.99,49.99
INV100727,10798.0,2023-02-28 19:39:46,Denim Jacket,Apparel,5,74.99,374.95
INV100728,10273.0,2023-02-28 21:36:17,Yoga Mat,Fitness,2,24.99,49.98
INV100729,10881.0,2023-02-28 23:32:47,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100730,10062.0,2023-03-01 01:29:17,Wireless Earbuds,Electronics,2,59.99,119.98
INV100731,10596.0,2023-03-01 03:25:48,Smart Watch,Electronics,2,129.99,259.98
INV100732,10880.0,2023-03-01 05:22:18,Backpack,Accessories,1,49.99,49.99
INV100733,10729.0,2023-03-01 07:18:49,Leather Wallet,Accessories,1,29.99,29.99
INV100734,10342.0,2023-03-01 09:15:19,Yoga Mat,Fitness,2,24.99,49.98
INV100735,10397.0,2023-03-01 11:11:49,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV100736,10699.0,2023-03-01 13:08:20,Smart Watch,Electronics,1,129.99,129.99
INV100737,10019.0,2023-03-01 15:04:50,Bluetooth Speaker,Electronics,2,45.0,90.0
INV100738,10177.0,2023-03-01 17:01:20,Running Shoes,Footwear,3,89.99,269.96999999999997
INV100739,10612.0,2023-03-01 18:57:51,Wireless Earbuds,Electronics,1,59.99,59.99
INV100740,10396.0,2023-03-01 20:54:21,Running Shoes,Footwear,1,89.99,89.99
INV100741,10445.0,2023-03-01 22:50:51,Yoga Mat,Fitness,1,24.99,24.99
INV100742,10233.0,2023-03-02 00:47:22,Bluetooth Speaker,Electronics,2,45.0,90.0
INV100743,10915.0,2023-03-02 02:43:52,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100744,10076.0,2023-03-02 04:40:22,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100745,10265.0,2023-03-02 06:36:53,Leather Wallet,Accessories,2,29.99,59.98
INV100746,10455.0,2023-03-02 08:33:23,Yoga Mat,Fitness,2,24.99,49.98
INV100747,10796.0,2023-03-02 10:29:53,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100748,10718.0,2023-03-02 12:26:24,Running Shoes,Footwear,1,89.99,89.99
INV100749,10735.0,2023-03-02 14:22:54,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100750,10384.0,2023-03-02 16:19:25,Smart Watch,Electronics,5,129.99,649.95
INV100751,10564.0,2023-03-02 18:15:55,Sunglasses,Accessories,3,35.0,105.0
INV100752,10851.0,2023-03-02 20:12:25,Backpack,Accessories,2,49.99,99.98
INV100753,10506.0,2023-03-02 22:08:56,Backpack,Accessories,1,49.99,49.99
INV100754,10367.0,2023-03-03 00:05:26,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100755,10144.0,2023-03-03 02:01:56,Sunglasses,Accessories,1,35.0,35.0
INV100756,10885.0,2023-03-03 03:58:27,Sunglasses,Accessories,1,35.0,35.0
INV100757,10069.0,2023-03-03 05:54:57,Wireless Earbuds,Electronics,2,59.99,119.98
INV100758,10099.0,2023-03-03 07:51:27,Smart Watch,Electronics,1,129.99,129.99
INV100759,10396.0,2023-03-03 09:47:58,Yoga Mat,Fitness,1,24.99,24.99
INV100760,10025.0,2023-03-03 11:44:28,Sunglasses,Accessories,10,35.0,350.0
INV100761,10948.0,2023-03-03 13:40:58,Denim Jacket,Apparel,1,74.99,74.99
INV100762,10891.0,2023-03-03 15:37:29,Backpack,Accessories,1,49.99,49.99
INV100763,10469.0,2023-03-03 17:33:59,Denim Jacket,Apparel,1,74.99,74.99
INV100764,10484.0,2023-03-03 19:30:30,Smart Watch,Electronics,2,129.99,259.98
INV100765,10565.0,2023-03-03 21:27:00,Sunglasses,Accessories,2,35.0,70.0
INV100766,10151.0,2023-03-03 23:23:30,Running Shoes,Footwear,1,89.99,89.99
INV100767,10144.0,2023-03-04 01:20:01,Backpack,Accessories,2,49.99,99.98
INV100768,10569.0,2023-03-04 03:16:31,Wireless Earbuds,Electronics,3,59.99,179.97
INV100769,10039.0,2023-03-04 05:13:01,Wireless Earbuds,Electronics,3,59.99,179.97
INV100770,10109.0,2023-03-04 07:09:32,Bluetooth Speaker,Electronics,5,45.0,225.0
INV100771,10693.0,2023-03-04 09:06:02,Leather Wallet,Accessories,3,29.99,89.97
INV100772,10042.0,2023-03-04 11:02:32,Sunglasses,Accessories,2,35.0,70.0
INV100773,10186.0,2023-03-04 12:59:03,Smart Watch,Electronics,1,129.99,129.99
INV100774,10935.0,2023-03-04 14:55:33,Backpack,Accessories,1,49.99,49.99
INV100775,10398.0,2023-03-04 16:52:03,Leather Wallet,Accessories,1,29.99,29.99
INV100776,10223.0,2023-03-04 18:48:34,Smart Watch,Electronics,2,129.99,259.98
INV100777,10634.0,2023-03-04 20:45:04,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100778,10133.0,2023-03-04 22:41:34,Sunglasses,Accessories,2,35.0,70.0
INV100779,10163.0,2023-03-05 00:38:05,Yoga Mat,Fitness,1,24.99,24.99
INV100780,10215.0,2023-03-05 02:34:35,Yoga Mat,Fitness,2,24.99,49.98
INV100781,10733.0,2023-03-05 04:31:06,Sunglasses,Accessories,4,35.0,140.0
INV100782,10235.0,2023-03-05 06:27:36,Bluetooth Speaker,Electronics,2,45.0,90.0
INV100783,10843.0,2023-03-05 08:24:06,Bluetooth Speaker,Electronics,3,45.0,135.0
INV100784,10658.0,2023-03-05 10:20:37,Yoga Mat,Fitness,3,24.99,74.97
INV100785,10751.0,2023-03-05 12:17:07,Running Shoes,Footwear,4,89.99,359.96
INV100786,10588.0,2023-03-05 14:13:37,Backpack,Accessories,3,49.99,149.97
INV100787,10009.0,2023-03-05 16:10:08,Yoga Mat,Fitness,2,24.99,49.98
INV100788,10074.0,2023-03-05 18:06:38,Running Shoes,Footwear,1,89.99,89.99
INV100789,10492.0,2023-03-05 20:03:08,Leather Wallet,Accessories,1,29.99,29.99
INV100790,10913.0,2023-03-05 21:59:39,Running Shoes,Footwear,2,89.99,179.98
INV100791,10253.0,2023-03-05 23:56:09,Leather Wallet,Accessories,1,29.99,29.99
INV100792,10230.0,2023-03-06 01:52:39,Smart Watch,Electronics,5,129.99,649.95
INV100793,10519.0,2023-03-06 03:49:10,Denim Jacket,Apparel,1,74.99,74.99
INV100794,10174.0,2023-03-06 05:45:40,Smart Watch,Electronics,3,129.99,389.97
INV100795,10653.0,2023-03-06 07:42:10,Yoga Mat,Fitness,1,24.99,24.99
INV100796,10168.0,2023-03-06 09:38:41,Leather Wallet,Accessories,1,29.99,29.99
INV100797,10170.0,2023-03-06 11:35:11,Yoga Mat,Fitness,4,24.99,99.96
INV100798,10393.0,2023-03-06 13:31:42,Sunglasses,Accessories,1,35.0,35.0
INV100799,10946.0,2023-03-06 15:28:12,Backpack,Accessories,1,49.99,49.99
INV100800,10795.0,2023-03-06 17:24:42,Wireless Earbuds,Electronics,1,59.99,59.99
INV100801,10634.0,2023-03-06 19:21:13,Yoga Mat,Fitness,2,24.99,49.98
INV100802,10194.0,2023-03-06 21:17:43,Backpack,Accessories,1,49.99,49.99
INV100803,10517.0,2023-03-06 23:14:13,Running Shoes,Footwear,2,89.99,179.98
INV100804,10029.0,2023-03-07 01:10:44,Smart Watch,Electronics,2,129.99,259.98
INV100805,10165.0,2023-03-07 03:07:14,Running Shoes,Footwear,2,89.99,179.98
INV100806,10422.0,2023-03-07 05:03:44,Wireless Earbuds,Electronics,2,59.99,119.98
INV100807,10339.0,2023-03-07 07:00:15,Leather Wallet,Accessories,2,29.99,59.98
INV100808,10648.0,2023-03-07 08:56:45,Sunglasses,Accessories,1,35.0,35.0
INV100809,10496.0,2023-03-07 10:53:15,Backpack,Accessories,3,49.99,149.97
INV100810,10365.0,2023-03-07 12:49:46,Sunglasses,Accessories,1,35.0,35.0
INV100811,10833.0,2023-03-07 14:46:16,Denim Jacket,Apparel,2,74.99,149.98
INV100812,10342.0,2023-03-07 16:42:46,Yoga Mat,Fitness,1,24.99,24.99
INV100813,10500.0,2023-03-07 18:39:17,Leather Wallet,Accessories,3,29.99,89.97
INV100814,10657.0,2023-03-07 20:35:47,Denim Jacket,Apparel,1,74.99,74.99
INV100815,10511.0,2023-03-07 22:32:18,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100816,10327.0,2023-03-08 00:28:48,Yoga Mat,Fitness,2,24.99,49.98
INV100817,10217.0,2023-03-08 02:25:18,Running Shoes,Footwear,2,89.99,179.98
INV100818,10301.0,2023-03-08 04:21:49,Smart Watch,Electronics,1,129.99,129.99
INV100819,10132.0,2023-03-08 06:18:19,Backpack,Accessories,2,49.99,99.98
INV100820,10804.0,2023-03-08 08:14:49,Wireless Earbuds,Electronics,2,59.99,119.98
INV100821,10070.0,2023-03-08 10:11:20,Wireless Earbuds,Electronics,10,59.99,599.9
INV100822,10252.0,2023-03-08 12:07:50,Running Shoes,Footwear,2,89.99,179.98
INV100823,10415.0,2023-03-08 14:04:20,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100824,10787.0,2023-03-08 16:00:51,Wireless Earbuds,Electronics,1,59.99,59.99
INV100825,10445.0,2023-03-08 17:57:21,Backpack,Accessories,4,49.99,199.96
INV100826,10876.0,2023-03-08 19:53:51,Running Shoes,Footwear,3,89.99,269.96999999999997
INV100827,10182.0,2023-03-08 21:50:22,Leather Wallet,Accessories,1,29.99,29.99
INV100828,10167.0,2023-03-08 23:46:52,Wireless Earbuds,Electronics,1,59.99,59.99
INV100829,10091.0,2023-03-09 01:43:22,Sunglasses,Accessories,2,35.0,70.0
INV100830,10714.0,2023-03-09 03:39:53,Running Shoes,Footwear,1,89.99,89.99
INV100831,10858.0,2023-03-09 05:36:23,Backpack,Accessories,1,49.99,49.99
INV100832,10531.0,2023-03-09 07:32:54,Sunglasses,Accessories,1,35.0,35.0
INV100833,10039.0,2023-03-09 09:29:24,Yoga Mat,Fitness,1,24.99,24.99
INV100834,10126.0,2023-03-09 11:25:54,Yoga Mat,Fitness,1,24.99,24.99
INV100835,10451.0,2023-03-09 13:22:25,Wireless Earbuds,Electronics,2,59.99,119.98
INV100836,10173.0,2023-03-09 15:18:55,Sunglasses,Accessories,1,35.0,35.0
INV100837,10653.0,2023-03-09 17:15:25,Smart Watch,Electronics,1,129.99,129.99
INV100838,10754.0,2023-03-09 19:11:56,Yoga Mat,Fitness,1,24.99,24.99
INV100839,10220.0,2023-03-09 21:08:26,Smart Watch,Electronics,1,129.99,129.99
INV100840,10638.0,2023-03-09 23:04:56,Leather Wallet,Accessories,1,29.99,29.99
INV100841,10058.0,2023-03-10 01:01:27,Running Shoes,Footwear,1,89.99,89.99
INV100842,10660.0,2023-03-10 02:57:57,Denim Jacket,Apparel,2,74.99,149.98
INV100843,10476.0,2023-03-10 04:54:27,Backpack,Accessories,1,49.99,49.99
INV100844,10456.0,2023-03-10 06:50:58,Running Shoes,Footwear,1,89.99,89.99
INV100845,10829.0,2023-03-10 08:47:28,Backpack,Accessories,1,49.99,49.99
INV100846,10895.0,2023-03-10 10:43:58,Sunglasses,Accessories,2,35.0,70.0
INV100847,10361.0,2023-03-10 12:40:29,Leather Wallet,Accessories,3,29.99,89.97
INV100848,10935.0,2023-03-10 14:36:59,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100849,10001.0,2023-03-10 16:33:30,Wireless Earbuds,Electronics,4,59.99,239.96
INV100850,10387.0,2023-03-10 18:30:00,Backpack,Accessories,1,49.99,49.99
INV100851,10348.0,2023-03-10 20:26:30,Backpack,Accessories,3,49.99,149.97
INV100852,10190.0,2023-03-10 22:23:01,Sunglasses,Accessories,1,35.0,35.0
INV100853,10505.0,2023-03-11 00:19:31,Smart Watch,Electronics,2,129.99,259.98
INV100854,10191.0,2023-03-11 02:16:01,Running Shoes,Footwear,2,89.99,179.98
INV100855,10508.0,2023-03-11 04:12:32,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100856,10369.0,2023-03-11 06:09:02,Bluetooth Speaker,Electronics,3,45.0,135.0
INV100857,10409.0,2023-03-11 08:05:32,Wireless Earbuds,Electronics,3,59.99,179.97
INV100858,10824.0,2023-03-11 10:02:03,Denim Jacket,Apparel,1,74.99,74.99
INV100859,10929.0,2023-03-11 11:58:33,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100860,10934.0,2023-03-11 13:55:03,Running Shoes,Footwear,1,89.99,89.99
INV100861,10117.0,2023-03-11 15:51:34,Wireless Earbuds,Electronics,3,59.99,179.97
INV100862,10134.0,2023-03-11 17:48:04,Backpack,Accessories,2,49.99,99.98
INV100863,10058.0,2023-03-11 19:44:34,Denim Jacket,Apparel,1,74.99,74.99
INV100864,10556.0,2023-03-11 21:41:05,Smart Watch,Electronics,2,129.99,259.98
INV100865,10685.0,2023-03-11 23:37:35,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100866,10672.0,2023-03-12 01:34:06,Smart Watch,Electronics,2,129.99,259.98
INV100867,10173.0,2023-03-12 03:30:36,Leather Wallet,Accessories,3,29.99,89.97
INV100868,10829.0,2023-03-12 05:27:06,Sunglasses,Accessories,3,35.0,105.0
INV100869,10815.0,2023-03-12 07:23:37,Wireless Earbuds,Electronics,1,59.99,59.99
INV100870,10149.0,2023-03-12 09:20:07,Smart Watch,Electronics,1,129.99,129.99
INV100871,10080.0,2023-03-12 11:16:37,Bluetooth Speaker,Electronics,3,45.0,135.0
INV100872,10886.0,2023-03-12 13:13:08,Sunglasses,Accessories,1,35.0,35.0
INV100873,10213.0,2023-03-12 15:09:38,Smart Watch,Electronics,4,129.99,519.96
INV100874,10203.0,2023-03-12 17:06:08,Yoga Mat,Fitness,1,24.99,24.99
INV100875,10764.0,2023-03-12 19:02:39,Leather Wallet,Accessories,1,29.99,29.99
INV100876,10229.0,2023-03-12 20:59:09,Running Shoes,Footwear,4,89.99,359.96
INV100877,10676.0,2023-03-12 22:55:39,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100878,10227.0,2023-03-13 00:52:10,Leather Wallet,Accessories,1,29.99,29.99
INV100879,10659.0,2023-03-13 02:48:40,Sunglasses,Accessories,3,35.0,105.0
INV100880,10532.0,2023-03-13 04:45:11,Yoga Mat,Fitness,2,24.99,49.98
INV100881,10441.0,2023-03-13 06:41:41,Wireless Earbuds,Electronics,2,59.99,119.98
INV100882,10402.0,2023-03-13 08:38:11,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100883,10047.0,2023-03-13 10:34:42,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100884,10233.0,2023-03-13 12:31:12,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV100885,10305.0,2023-03-13 14:27:42,Leather Wallet,Accessories,1,29.99,29.99
INV100886,10526.0,2023-03-13 16:24:13,Sunglasses,Accessories,3,35.0,105.0
INV100887,10143.0,2023-03-13 18:20:43,Wireless Earbuds,Electronics,4,59.99,239.96
INV100888,10415.0,2023-03-13 20:17:13,Backpack,Accessories,2,49.99,99.98
INV100889,10513.0,2023-03-13 22:13:44,Yoga Mat,Fitness,2,24.99,49.98
INV100890,10373.0,2023-03-14 00:10:14,Backpack,Accessories,1,49.99,49.99
INV100891,10566.0,2023-03-14 02:06:44,Bluetooth Speaker,Electronics,1,45.0,45.0
INV100892,10886.0,2023-03-14 04:03:15,Wireless Earbuds,Electronics,2,59.99,119.98
INV100893,10259.0,2023-03-14 05:59:45,Wireless Earbuds,Electronics,3,59.99,179.97
INV100894,10656.0,2023-03-14 07:56:15,Yoga Mat,Fitness,2,24.99,49.98
INV100895,10471.0,2023-03-14 09:52:46,Denim Jacket,Apparel,2,74.99,149.98
INV100896,10012.0,2023-03-14 11:49:16,Backpack,Accessories,1,49.99,49.99
INV100897,10330.0,2023-03-14 13:45:47,Smart Watch,Electronics,1,129.99,129.99
INV100898,10736.0,2023-03-14 15:42:17,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV100899,10784.0,2023-03-14 17:38:47,Denim Jacket,Apparel,1,74.99,74.99
INV100900,10358.0,2023-03-14 19:35:18,Smart Watch,Electronics,2,129.99,259.98
INV100901,10408.0,2023-03-14 21:31:48,Sunglasses,Accessories,1,35.0,35.0
INV100902,10668.0,2023-03-14 23:28:18,Yoga Mat,Fitness,3,24.99,74.97
INV100903,10373.0,2023-03-15 01:24:49,Sunglasses,Accessories,1,35.0,35.0
INV100904,10008.0,2023-03-15 03:21:19,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV100905,10122.0,2023-03-15 05:17:49,Running Shoes,Footwear,2,89.99,179.98
INV100906,10348.0,2023-03-15 07:14:20,Smart Watch,Electronics,1,129.99,129.99
INV100907,10676.0,2023-03-15 09:10:50,Denim Jacket,Apparel,1,74.99,74.99
INV100908,10090.0,2023-03-15 11:07:20,Smart Watch,Electronics,1,129.99,129.99
INV100909,10648.0,2023-03-15 13:03:51,Smart Watch,Electronics,4,129.99,519.96
INV100910,10698.0,2023-03-15 15:00:21,Yoga Mat,Fitness,1,24.99,24.99
